,week_ending,prime_item_nbr,pos_qty,pos_sales,aur_price,traited_pods,valid_pods,OOS_pods,OOS_pct_pods,hist_on_hand_qty,net_ship_qty,flagged_active_pod,pos_qty_per_pod,pos_sales_per_pod,mf_training_data
75,2021-09-17,596485613,1.0,14.88,14.88000000000000000000,1,1,0,0E-18,3.00,,1,1.000000000000000000,14.88000000000000000000,0
76,2020-12-11,585476447,6105.0,58636.02,9.60458968058968058968,0,0,35,0.022580645161290323,42313.00,,1550,3.938709677419354839,37.82969032258064516129,1
77,2020-10-09,556710451,1.0,10.00,10.00000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,10.00000000000000000000,0
78,2021-08-20,595495050,123.0,1717.36,13.96227642276422764228,0,0,10,0.098039215686274510,230.00,6.00,102,1.205882352941176471,16.83686274509803921569,1
79,2022-04-15,596431902,3.0,24.76,8.25333333333333333333,0,0,1,0.333333333333333333,2.00,,3,1.000000000000000000,8.25333333333333333333,0
80,2020-12-04,578432851,46.0,220.08,4.78434782608695652174,0,0,0,0E-18,931.00,,32,1.437500000000000000,6.87750000000000000000,0
81,2021-09-24,554052411,1.0,2.50,2.50000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,2.50000000000000000000,0
82,2022-01-07,596337010,3.0,29.93,9.97666666666666666667,0,0,0,0E-18,13.00,,3,1.000000000000000000,9.97666666666666666667,0
83,2021-02-26,580028487,6878.0,40412.69,5.87564553649316661820,3733,3724,6,0.001605995717344754,72753.00,16392.00,3736,1.841006423982869379,10.81710117773019271949,1
84,2021-11-05,587022978,1234.0,13664.80,11.07358184764991896272,0,0,36,0.068311195445920304,6456.00,,527,2.341555977229601518,25.92941176470588235294,1
85,2021-07-23,578448286,203.0,2957.98,14.57133004926108374384,0,0,1,0.006535947712418301,590.00,,153,1.326797385620915033,19.33320261437908496732,1
86,2021-10-29,591649614,117.0,1004.75,8.58760683760683760684,0,0,4,0.051282051282051282,329.00,,78,1.500000000000000000,12.88141025641025641026,1
87,2020-05-08,565670388,356.0,8190.86,23.00803370786516853933,0,0,33,0.229166666666666667,870.00,64.00,144,2.472222222222222222,56.88097222222222222222,1
88,2021-11-19,595560843,5.0,51.20,10.24000000000000000000,0,0,1,0.200000000000000000,3.00,,5,1.000000000000000000,10.24000000000000000000,0
89,2021-10-29,591649649,112.0,917.92,8.19571428571428571429,0,0,7,0.100000000000000000,201.00,,70,1.600000000000000000,13.11314285714285714286,1
90,2021-02-12,565670388,4.0,76.00,19.00000000000000000000,0,0,2,0.500000000000000000,1.00,,4,1.000000000000000000,19.00000000000000000000,0
91,2020-05-08,556710451,2.0,15.00,7.50000000000000000000,0,0,1,0.500000000000000000,2.00,,2,1.000000000000000000,7.50000000000000000000,0
92,2022-03-11,8292378,1.0,14.91,14.91000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,14.91000000000000000000,0
93,2022-03-25,597228810,1.0,19.88,19.88000000000000000000,0,0,0,0E-18,,1.00,1,1.000000000000000000,19.88000000000000000000,0
94,2021-09-24,585411081,7.0,21.55,3.07857142857142857143,0,0,0,0E-18,25.00,,5,1.400000000000000000,4.31000000000000000000,0
95,2022-01-14,578145557,107.0,1179.23,11.02084112149532710280,0,0,8,0.117647058823529412,206.00,,68,1.573529411764705882,17.34161764705882352941,1
96,2021-02-12,556710451,1.0,10.00,10.00000000000000000000,0,0,1,1.000000000000000000,-1.00,,1,1.000000000000000000,10.00000000000000000000,0
97,2021-11-05,586163014,463.0,9051.66,19.55002159827213822894,14,14,49,0.192913385826771654,777.00,,254,1.822834645669291339,35.63645669291338582677,1
98,2020-07-31,564198225,116.0,1043.38,8.99465517241379310345,0,0,0,0E-18,474.00,38.00,12,9.666666666666666667,86.94833333333333333333,0
99,2022-03-11,595495050,7.0,63.64,9.09142857142857142857,0,0,0,0E-18,13.00,,7,1.000000000000000000,9.09142857142857142857,0
100,2021-05-07,564198225,1.0,5.00,5.00000000000000000000,0,0,1,1.000000000000000000,0.00,,1,1.000000000000000000,5.00000000000000000000,0
101,2022-02-11,596253486,550.0,42709.76,77.65410909090909090909,3861,3819,25,0.006406970784213224,43766.00,150.00,3902,0.140953357252690928,10.94560738083034341363,1
102,2021-06-25,578432851,41.0,176.78,4.31170731707317073171,0,0,3,0.115384615384615385,280.00,,26,1.576923076923076923,6.79923076923076923077,0
103,2022-02-04,578432851,10.0,44.04,4.40400000000000000000,0,0,4,0.400000000000000000,78.00,,10,1.000000000000000000,4.40400000000000000000,0
104,2021-08-13,591649614,146.0,1697.96,11.62986301369863013699,0,0,3,0.028037383177570093,520.00,,107,1.364485981308411215,15.86878504672897196262,1
105,2021-12-03,597246380,132.0,1113.16,8.43303030303030303030,0,0,7,0.089743589743589744,124.00,,78,1.692307692307692308,14.27128205128205128205,1
106,2020-06-26,569769763,20.0,486.58,24.32900000000000000000,0,0,2,0.250000000000000000,42.00,8.00,8,2.500000000000000000,60.82250000000000000000,0
107,2021-08-13,591649649,99.0,1190.88,12.02909090909090909091,0,0,4,0.050632911392405063,337.00,,79,1.253164556962025316,15.07443037974683544304,1
108,2020-08-14,578040564,1.0,5.00,5.00000000000000000000,0,0,0,0E-18,4.00,,1,1.000000000000000000,5.00000000000000000000,0
109,2021-01-22,578145557,91.0,558.31,6.13527472527472527473,0,0,9,0.183673469387755102,164.00,,49,1.857142857142857143,11.39408163265306122449,0
110,2021-04-02,569769763,1.0,19.00,19.00000000000000000000,0,0,0,0E-18,2.00,,1,1.000000000000000000,19.00000000000000000000,0
111,2020-08-28,573590006,465.0,13116.31,28.20711827956989247312,2712,2700,92,0.033835969106289077,23040.00,206.00,2719,0.171018756895917617,4.82394630378815741081,1
112,2021-12-24,595494987,6.0,71.52,11.92000000000000000000,0,0,0,0E-18,11.00,,6,1.000000000000000000,11.92000000000000000000,0
113,2020-08-14,566844239,1.0,4.50,4.50000000000000000000,0,0,1,1.000000000000000000,0.00,,1,1.000000000000000000,4.50000000000000000000,0
114,2022-01-21,596485613,,,,15,15,14,0.933333333333333333,4.00,4.00,15,,,0
115,2021-08-20,586163014,85.0,3271.84,38.49223529411764705882,948,944,58,0.059670781893004115,5110.00,4.00,972,0.087448559670781893,3.36609053497942386831,1
116,2021-12-24,595495050,32.0,346.95,10.84218750000000000000,0,0,5,0.227272727272727273,30.00,,22,1.454545454545454545,15.77045454545454545455,0
117,2021-02-19,564198225,5.0,41.00,8.20000000000000000000,0,0,2,0.666666666666666667,-2.00,,3,1.666666666666666667,13.66666666666666666667,0
118,2021-11-26,596253479,374.0,7375.31,19.72008021390374331551,792,789,48,0.060225846925972396,4597.00,246.00,797,0.469259723964868256,9.25383939774153074028,1
119,2021-11-26,596253486,1630.0,143634.14,88.11910429447852760736,3857,3844,48,0.012244897959183673,44596.00,583.00,3920,0.415816326530612245,36.64136224489795918367,1
120,2021-04-09,578432851,55.0,246.61,4.48381818181818181818,0,0,1,0.027777777777777778,832.00,,36,1.527777777777777778,6.85027777777777777778,0
121,2021-11-26,585143163,43.0,348.00,8.09302325581395348837,0,0,7,0.233333333333333333,245.00,,30,1.433333333333333333,11.60000000000000000000,0
122,2021-01-01,8292378,5.0,133.04,26.60800000000000000000,0,0,1,0.500000000000000000,0.00,,2,2.500000000000000000,66.52000000000000000000,0
123,2021-05-28,591649649,6.0,89.28,14.88000000000000000000,0,0,0,0E-18,12.00,12.00,6,1.000000000000000000,14.88000000000000000000,0
124,2020-11-06,578145557,816.0,5188.62,6.35860294117647058824,0,0,13,0.049242424242424242,1869.00,,264,3.090909090909090909,19.65386363636363636364,1
125,2022-03-04,591649649,66.0,461.96,6.99939393939393939394,0,0,3,0.069767441860465116,117.00,,43,1.534883720930232558,10.74325581395348837209,0
126,2021-10-08,595494987,34.0,400.48,11.77882352941176470588,0,0,3,0.111111111111111111,48.00,,27,1.259259259259259259,14.83259259259259259259,0
127,2021-11-05,596485613,,,,15,15,14,0.933333333333333333,2.00,,15,,,0
128,2021-06-04,586163014,146.0,4386.27,30.04294520547945205479,929,920,20,0.020512820512820513,5759.00,168.00,975,0.149743589743589744,4.49873846153846153846,1
129,2021-08-27,596431902,28.0,210.84,7.53000000000000000000,0,0,4,0.285714285714285714,90.00,,14,2.000000000000000000,15.06000000000000000000,0
130,2021-10-08,595495050,23.0,261.44,11.36695652173913043478,0,0,1,0.052631578947368421,30.00,,19,1.210526315789473684,13.76000000000000000000,0
131,2022-03-25,585411081,4.0,18.89,4.72250000000000000000,0,0,1,0.333333333333333333,8.00,,3,1.333333333333333333,6.29666666666666666667,0
132,2022-03-11,586163014,28.0,483.84,17.28000000000000000000,14,14,16,0.533333333333333333,56.00,,30,0.933333333333333333,16.12800000000000000000,0
133,2021-07-02,585476447,401.0,2081.72,5.19132169576059850374,0,0,16,0.101265822784810127,2319.00,,158,2.537974683544303797,13.17544303797468354430,1
134,2020-07-10,580028487,3302.0,19439.95,5.88732586311326468807,2981,2928,22,0.007362784471218206,75044.00,968.00,2988,1.105087014725568942,6.50600736278447121821,1
135,2021-12-10,598498183,19.0,421.21,22.16894736842105263158,0,0,1,0.083333333333333333,58.00,,12,1.583333333333333333,35.10083333333333333333,0
136,2022-01-21,553478138,1.0,8.00,8.00000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,8.00000000000000000000,0
137,2022-01-21,580028487,5360.0,31470.93,5.87144216417910447761,3701,3629,21,0.005666486778197518,67944.00,6912.00,3706,1.446303291958985429,8.49188613059902860227,1
138,2020-06-26,565670388,43.0,862.16,20.05023255813953488372,0,0,7,0.194444444444444444,250.00,,36,1.194444444444444444,23.94888888888888888889,0
139,2021-12-17,591649642,132.0,932.06,7.06106060606060606061,0,0,4,0.050632911392405063,357.00,24.00,79,1.670886075949367089,11.79822784810126582278,1
140,2021-07-23,595494987,241.0,3556.56,14.75751037344398340249,0,0,8,0.045714285714285714,605.00,,175,1.377142857142857143,20.32320000000000000000,1
141,2021-04-02,585411081,25.0,239.49,9.57960000000000000000,0,0,0,0E-18,183.00,,19,1.315789473684210526,12.60473684210526315789,0
142,2021-01-01,573590006,102.0,1392.00,13.64705882352941176471,1,0,28,0.394366197183098592,123.00,2.00,71,1.436619718309859155,19.60563380281690140845,1
143,2022-02-04,580028487,5450.0,31897.19,5.85269541284403669725,3701,3622,24,0.006472491909385113,68832.00,3522.00,3708,1.469795037756202805,8.60226267529665587918,1
144,2022-01-07,585411081,1.0,3.61,3.61000000000000000000,0,0,0,0E-18,1.00,,1,1.000000000000000000,3.61000000000000000000,0
145,2021-10-08,573590006,2.0,32.30,16.15000000000000000000,0,0,1,0.500000000000000000,5.00,,2,1.000000000000000000,16.15000000000000000000,0
146,2021-08-27,8297901,1.0,2.50,2.50000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,2.50000000000000000000,0
147,2021-09-24,566844232,126.0,1840.07,14.60373015873015873016,0,0,44,0.536585365853658537,134.00,,82,1.536585365853658537,22.43987804878048780488,1
148,2021-04-16,8297901,1.0,5.00,5.00000000000000000000,0,0,0,0E-18,,,1,1.000000000000000000,5.00000000000000000000,0
149,2020-09-18,585143163,1081.0,21268.27,19.67462534690101757632,0,0,30,0.053003533568904594,13226.00,,566,1.909893992932862191,37.57644876325088339223,1
150,2021-06-25,564198225,8.0,26.00,3.25000000000000000000,0,0,0,0E-18,10.00,,2,4.000000000000000000,13.00000000000000000000,0
151,2020-04-24,580028487,4508.0,26456.21,5.86872448979591836735,2982,2965,4,0.001338240214118434,108292.00,13360.00,2989,1.508196721311475410,8.85119103379056540649,1
152,2021-09-24,598498183,62.0,1476.38,23.81258064516129032258,0,0,8,0.222222222222222222,257.00,,36,1.722222222222222222,41.01055555555555555556,0
153,2021-06-25,578448286,5.0,58.64,11.72800000000000000000,0,0,2,0.500000000000000000,12.00,6.00,4,1.250000000000000000,14.66000000000000000000,0
154,2022-04-01,585143163,18.0,166.28,9.23777777777777777778,0,0,0,0E-18,145.00,,11,1.636363636363636364,15.11636363636363636364,0
155,2021-09-17,578432851,25.0,94.58,3.78320000000000000000,0,0,0,0E-18,171.00,,18,1.388888888888888889,5.25444444444444444444,0
156,2021-08-27,564198225,4.0,25.81,6.45250000000000000000,0,0,1,0.333333333333333333,5.00,,3,1.333333333333333333,8.60333333333333333333,0
157,2021-10-01,591649642,138.0,1089.70,7.89637681159420289855,0,0,4,0.047619047619047619,323.00,,84,1.642857142857142857,12.97261904761904761905,1
158,2021-01-01,586163014,512.0,25482.84,49.77117187500000000000,3019,3019,3016,0.998344918901026150,2340.00,,3021,0.169480304534922211,8.43523336643495531281,1
159,2021-01-08,8297159,1.0,3.72,3.72000000000000000000,0,0,1,1.000000000000000000,0.00,,1,1.000000000000000000,3.72000000000000000000,0
160,2020-10-02,566844232,3.0,53.64,17.88000000000000000000,0,0,1,1.000000000000000000,-2.00,,1,3.000000000000000000,53.64000000000000000000,0
161,2020-07-03,564198225,57.0,467.00,8.19298245614035087719,0,0,0,0E-18,1060.00,18.00,14,4.071428571428571429,33.35714285714285714286,0
162,2021-12-31,596431902,9.0,72.28,8.03111111111111111111,0,0,0,0E-18,44.00,,8,1.125000000000000000,9.03500000000000000000,0
163,2021-12-03,8253080,1.0,15.00,15.00000000000000000000,0,0,1,1.000000000000000000,-9.00,,1,1.000000000000000000,15.00000000000000000000,0
164,2021-01-29,585476447,3449.0,27991.87,8.11593795302986372862,0,0,38,0.033747779751332149,25429.00,,1126,3.063055062166962700,24.85956483126110124334,1
165,2022-01-14,596253479,261.0,5116.83,19.60471264367816091954,782,778,40,0.050697084917617237,4428.00,486.00,789,0.330798479087452471,6.48520912547528517110,1
166,2022-01-14,596253486,331.0,25182.31,76.07948640483383685801,3859,3832,24,0.006157003591585428,43688.00,1732.00,3898,0.084915341200615700,6.46031554643406875321,1
167,2020-11-13,580028487,5957.0,35013.77,5.87775222427396340440,3732,3681,3,0.000803427959292983,74789.00,9648.00,3734,1.595340117836100696,9.37701392608462774505,1
168,2020-08-28,578448286,21.0,181.08,8.62285714285714285714,0,0,0,0E-18,278.00,,14,1.500000000000000000,12.93428571428571428571,0
169,2021-04-09,578448286,1.0,9.88,9.88000000000000000000,0,0,0,0E-18,6.00,,1,1.000000000000000000,9.88000000000000000000,0
170,2022-03-04,578432851,6.0,24.02,4.00333333333333333333,0,0,0,0E-18,54.00,,6,1.000000000000000000,4.00333333333333333333,0
171,2021-08-06,595560843,240.0,3502.88,14.59533333333333333333,0,0,46,0.285714285714285714,208.00,,161,1.490683229813664596,21.75701863354037267081,1
172,2020-07-17,578040564,1.0,5.00,5.00000000000000000000,0,0,0,0E-18,14.00,,1,1.000000000000000000,5.00000000000000000000,0
173,2020-12-25,578145557,134.0,1028.95,7.67873134328358208955,0,0,7,0.083333333333333333,483.00,,84,1.595238095238095238,12.24940476190476190476,1
174,2021-11-26,8292378,2.0,34.88,17.44000000000000000000,0,0,0,0E-18,1.00,,2,1.000000000000000000,17.44000000000000000000,0
175,2020-10-30,585411081,1.0,12.88,12.88000000000000000000,190,190,6,0.031578947368421053,2104.00,576.00,190,0.005263157894736842,0.06778947368421052632,1
176,2020-07-31,573590006,496.0,14555.08,29.34491935483870967742,2706,2706,41,0.015101289134438306,24828.00,243.00,2715,0.182688766114180479,5.36098710865561694291,1
177,2021-10-01,578145557,236.0,3444.70,14.59618644067796610169,0,0,12,0.067415730337078652,843.00,,178,1.325842696629213483,19.35224719101123595506,1
178,2021-08-06,565670388,4.0,76.00,19.00000000000000000000,0,0,2,0.500000000000000000,2.00,,4,1.000000000000000000,19.00000000000000000000,0
179,2020-07-17,566844239,3.0,13.50,4.50000000000000000000,0,0,2,0.666666666666666667,2.00,,3,1.000000000000000000,4.50000000000000000000,0
180,2021-12-24,596485613,,,,15,15,15,1.000000000000000000,0.00,,15,,,0
181,2021-07-23,586163014,68.0,2690.56,39.56705882352941176471,939,939,39,0.040667361835245047,5391.00,104.00,959,0.070907194994786236,2.80558915537017726799,1
182,2021-05-07,573590006,24.0,317.85,13.24375000000000000000,0,0,9,0.529411764705882353,12.00,,17,1.411764705882352941,18.69705882352941176471,0
