prime_item_nbr,prime_item_desc,prime_size_desc,item_nbr,item_flags,item_desc_1,item_desc_2,unit_retail,unit_cost,mu_percent,color_desc,size_desc,item_status,item_type,item_sub_type,upc,upc_desc,create_date,effective_date,obsolete_date,uom_sell_qty,uom_code,multi_unit_qty,multi_unit_cost,mfg_nbr,intl_code,product_code,product_description,shelf_number,shelf_description,mdse_category_intl,mdse_sub_category_intl,pack_type,order_book_flag,corp_cancel_when_out_flag,plu_nbr,return_sheet_nbr,ordbk_stars_qty,whse_align,last_change_date,last_change_time,expiration_date,status_chg_date,unit_size,unit_size_uom,item_opp_flag,item_opp_effective_date,item_opp_expiration_date,min_order_qty,max_order_qty,signing_desc,vndr_min_ord_qty,season_code,season_year,license_code,buying_region_code,space_desc,space_id,item_height,item_length,item_width,item_weight,brand_id,brand_desc,brand_family_id,brand_family_name,brand_owner_id,brand_owner_name,private_label,consumer_id,country_of_origin,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,item_flags,buyer_user_id,buyer_full_name,category_team_lead_user_id,category_team_lead_full_name,dmm_user_id,dmm_full_name,gmm_user_id,gmm_full_name,evp_user_id,evp_full_name,fineline_number,fineline_description,dept_subcategory_description,dept_category_description,dept_category_group_description,mdse_subgroup_description,mdse_segment_description,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,total_sales
584799870,FLEX SHOT CLEAR,1.0EA,584799870,L,FLEX SHOT CLEAR,,13.24,7.65,0.42,,1.0EA,A,20,0,0085564700386,CLEAR,2020-07-08,2020-07-13,2500-01-01,1.00,EA,0,0.00,743443,,17943142,,17943141,FLEX SHOT CLEAR,TAPE.ADHESIVES.CAULK,CAULK,C,true,false,0,0,2,WH,2022-01-10,18:54:03:31,2049-12-31,2020-07-08,1.00,EA,false,,,0,0,FLEX SHOT THICK RUBBER ADHESIVE SEALANT,,,,,,,,10.00,1.75,1.75,0.50,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,17614310,US,2022-04-19 18:20:37.872381 +00:00,0,false,584799870,L,D0L09NU,"Lawson,Devan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4120,Kitchen & Bath,CAULK,CAULKING,DIY ACCESSORIES,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,584799870,1379882.78
586323931,FLEX PASTE WHT 9OZ,1.0EA,586323931,L,FLEX PASTE WHT 9OZ,,13.24,7.65,0.42,,1.0EA,A,20,0,0085001789724,FLEX PASTE,2020-10-21,2021-01-22,2500-01-01,1.00,EA,0,0.00,743443,,97088503,,97088502,FLEX PASTE WHT 9OZ,TAPE.ADHESIVES.CAULK,ADHESIVES,C,true,false,0,0,2,WH,2022-04-07,18:54:21:53,2049-12-31,2020-10-21,1.00,EA,false,,,0,0,FLEX PASTE WHITE 9OZ CARTRIDGE,,,,,,,,11.25,3.00,3.00,0.56,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,195076648,US,2022-04-19 18:20:37.872381 +00:00,0,false,586323931,L,D0L09NU,"Lawson,Devan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4210,EPOXY,OTHER ADHESIVES,ADHESIVES DIY,DIY ACCESSORIES,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,586323931,699113.38
587684297,MINI TAPE CLEAR,NA,587684297,L,MINI TAPE CLEAR,,4.88,2.83,0.42,CLEAR,NA,A,3,0,0085263900878,M TAPE CLR,2021-01-14,2021-02-01,2500-01-01,1.00,EA,0,0.00,743443,,0,,49706019,"FLEX TAPE MINI, CLEA",IMPULSE STRIPS,IMPULSE STRIP,C,false,false,0,0,2,DI,2021-03-26,18:42:24:09,2022-12-31,2021-01-14,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,,,,6.00,0.25,4.00,0.10,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,114255545,US,2022-04-19 18:20:37.872381 +00:00,0,false,587684297,L,NBUTCHE,"HECKSHER,NATALIE",NBUTCHE,"HECKSHER,NATALIE",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",8199,IMPULSE SIDEKICKS,SIDEKICKS,GM IMPULSE L3,GM IMPULSE,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,587684297,37938.63
594759792,"FLEX GLUE MAX, WHITE",NA,594759792,,"FLEX GLUE MAX, WHITE",ONLINE ONLY,29.99,17.53,0.42,NA,NA,A,3,0,0085001789746,SITE MERCH,2021-03-17,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,113848925,"FLEX GLUE MAX, WHITE",IC-BAR & HAND SOAP,DEPT 12 - PUERTO RICO,C,false,false,0,0,2,DI,2022-04-12,18:44:57:32,2049-12-31,2021-03-17,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,6,,,17.50,2.50,2.50,3.20,84602,ONLINE,208,NONE,164,NONE,N,204835783,US,2022-04-19 18:20:37.872381 +00:00,0,false,594759792,,JMF001P,"Feinberg,Jonathan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,PR WALLPAPER ADHESIV,DEPT 12 - PUERTO RICO,DO IT YOURSELF MISC L3,DO IT YOURSELF MISC L2,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,594759792,574.32
594914142,50PCMINI SEAL BLACK,,594914142,,50PCMINI SEAL BLACK,,244.00,144.00,0.41,MULTI,,A,3,0,0085001789767,MERCHANDISE,2021-03-24,2021-04-12,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,IMPULSE STRIPS,IMPULSE STRIP,C,false,false,0,0,2,DI,2021-04-19,18:53:15:39,2022-12-31,2021-03-24,1.00,EA,false,,,0,0,,,,,,,,,,,,,,,,,,,N,,US,2022-04-19 18:20:37.872381 +00:00,0,false,594914142,,NBUTCHE,"HECKSHER,NATALIE",NBUTCHE,"HECKSHER,NATALIE",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",8199,IMPULSE SIDEKICKS,SIDEKICKS,GM IMPULSE L3,GM IMPULSE,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,594914142,
598489812,INFLATABLE REPAIR,NA,598489812,,INFLATABLE REPAIR,,7.88,4.68,0.41,CLEAR,NA,A,20,0,0085002588638,REPAIR KIT,2021-11-18,2021-11-29,2500-01-01,4.00,EA,0,0.00,743443,,0,,250719256,INFLATABLE REPAIR,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,AS,2022-03-24,18:54:02:94,2049-12-31,2021-11-18,4.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,,,,6.00,2.50,4.00,0.10,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,208911610,US,2022-04-19 18:20:37.872381 +00:00,0,false,598489812,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,598489812,18349.78
556554705,FLEX SEAL WHITE PINT,1.0EA,556554705,L,FLEX SEAL WHITE PINT,,15.37,8.84,0.42,WHITE,1.0EA,A,20,0,0085351700652,FLEX SEAL W,2016-10-10,2017-01-27,2500-01-01,1.00,EA,0,0.00,743443,,21711387,,21711386,FLEX SEAL WHITE PINT,TAPE.ADHESIVES.CAULK,CAULK,C,true,false,0,0,2,R4,2022-04-07,18:54:14:74,2049-12-31,2016-10-10,1.00,EA,false,,,0,0,FS LIQUID RUBBER SEALANT COATING PINT W,,,,,,,,4.00,3.38,3.38,1.00,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,22404184,US,2022-04-19 18:20:37.872381 +00:00,0,false,556554705,L,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,556554705,936153.35
563064047,FLEX TAPE WHITE 4IN,1.0EA,563064047,L,FLEX TAPE WHITE 4IN,FLEX TAPE W,13.24,7.65,0.42,,1.0EA,A,20,0,0085280800718,FLEX TAPE 4,2017-03-08,2017-03-20,2500-01-01,1.00,EA,0,0.00,743443,,24426367,FLEX TAPE WHITE 4IN,24426366,FLEX TAPE WHITE 4IN,TAPE.ADHESIVES.CAULK,CAULK,C,true,false,0,0,2,R4,2022-01-10,18:54:00:99,2049-12-31,2017-03-08,1.00,EA,false,,,0,0,FLEX TAPE WHITE 4IN,,,,,,,,4.25,3.50,3.50,0.50,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,32092482,US,2022-04-19 18:20:37.872381 +00:00,0,false,563064047,L,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,563064047,1560093.36
565340083,FLEX SEAL 14OZ RED,1.0EA,565340083,,FLEX SEAL 14OZ RED,,13.24,7.65,0.42,,1.0EA,I,20,0,0085351700613,FLEX SEAL R,2017-08-18,2017-08-21,2500-01-01,14.00,EA,0,0.00,743443,,19288207,FLEX SEAL RED,19288206,FLEX SEAL RED,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,AS,2022-01-10,18:54:01:28,2049-12-31,2020-06-12,14.00,OZ,false,,,0,0,FLEX SEAL 14OZ RED LIQUID RUBBER,,,,,,,,9.50,2.50,2.50,0.88,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,19044353,US,2022-04-19 18:20:37.872381 +00:00,0,false,565340083,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,565340083,12.88
575750294,FLEX GLUE STRONG RUB,,567129554,L,FLEX GLUE 10 OZ PRO,ONLINE ONLY,12.88,7.80,0.39,NONE,,A,3,0,0852808007657,FLEX GLUE CO,2018-01-11,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,33899800,FLEX GLUE CORE 6 OZ,33899801,FLEX GLUE CORE 6 OZ,*Unassigned,*Unassigned,B,false,false,0,0,2,DI,2019-05-24,18:42:46:40,2049-12-31,2018-01-11,1.00,EA,false,,,0,0,FLEX GLUE STRONG RUBBERIZED WATERPROOF A,,0,2018,,6,WAL-MART.COM,1317,9.75,3.00,3.00,0.70,84602,ONLINE,208,NONE,164,NONE,N,56813630,,2022-04-19 18:20:37.872381 +00:00,0,false,567129554,L,JMF001P,"Feinberg,Jonathan",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,567129554,
576319793,107PCFLEX SEAL 107C,,576319793,,107PCFLEX SEAL 107C,,1414.16,818.26,0.42,MULTI,,I,3,0,0085001022639,FLEX SEAL F,2019-07-12,2019-07-29,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,DI,2022-03-24,18:51:46:39,2022-06-30,2020-06-26,1.00,EA,false,,,0,0,,,,,,,,,56.00,48.00,20.00,150.00,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,,,"US,CA",2022-04-19 18:20:37.872381 +00:00,0,false,576319793,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,576319793,
578359054,FLEX GLUE CLEAR 4OZ,NA,578359054,,FLEX GLUE CLEAR 4OZ,ONLINE ONLY,77.28,44.76,0.42,NA,NA,A,3,0,0085001022658,FLEX GLUE CL,2019-12-05,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,62291664,FLEX GLUE CLEAR 4OZ,IC-BAR & HAND SOAP,DEPT 12 - PUERTO RICO,C,false,false,0,0,2,DI,2022-02-10,18:52:16:06,2049-12-31,2019-12-05,1.00,EA,false,,,0,0,MERCHANDISE,,0,2019,,6,,,8.50,7.00,6.00,3.50,84602,ONLINE,208,NONE,164,NONE,N,156409696,,2022-04-19 18:20:37.872381 +00:00,0,false,578359054,,JMF001P,"Feinberg,Jonathan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,PR WALLPAPER ADHESIV,DEPT 12 - PUERTO RICO,DO IT YOURSELF MISC L3,DO IT YOURSELF MISC L2,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,578359054,139.98
595655711,111PC FS FAM HP,,595655711,,111PC FS FAM HP,,1469.64,841.56,0.43,,,A,3,0,0085001789794,MERCHANDISE,2021-05-06,2021-05-14,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,TAPE.ADHESIVES.CAULK,ADHESIVES,C,false,false,0,0,2,DI,2022-04-08,18:47:59:98,2049-12-31,2021-05-06,1.00,EA,false,,,0,0,,,,,,,,,,,,,,,,,,,N,,"US,CA",2022-04-19 18:20:37.872381 +00:00,0,false,595655711,,D0L09NU,"Lawson,Devan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4445,MISC. ADHESIVES,OTHER ADHESIVES,ADHESIVES DIY,DIY ACCESSORIES,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,595655711,
598205020,FLEX SEAL 2PK CLR,NA,598205020,,FLEX SEAL 2PK CLR,,22.88,14.92,0.35,CLEAR,NA,A,3,0,0085280800713,SEAL 2PK CLR,2021-11-01,2021-11-15,2500-01-01,28.00,EA,0,0.00,743443,,0,,250336838,FLEX SEAL 2PK CLR,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,AS,2021-11-01,18:47:39:52,2022-08-01,2021-11-01,28.00,OZ,false,,,0,0,MERCHANDISE,,0,2021,,,,,10.00,6.00,3.00,2.50,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,208623389,US,2022-04-19 18:20:37.872381 +00:00,0,false,598205020,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,598205020,79003.40
554762696,FLEX SEAL 14OZ WHITE,1.0EA,554762696,L,FLEX SEAL 14OZ WHITE,,13.24,7.65,0.42,WHITE,1.0EA,A,33,0,0085564700383,WHITE,2015-10-26,2016-02-26,2500-01-01,1.00,EA,0,0.00,743443,,18740148,FLEX SEAL WHITE,18740147,FLEX SEAL WHITE,TAPE.ADHESIVES.CAULK,CAULK,C,true,false,0,0,2,AS,2022-01-10,18:54:00:48,2049-12-31,2015-10-26,1.00,EA,false,,,6,0,FLEX SEAL WHITE LIQUID RUBBER SEALANT,6,,,,,,,9.50,2.50,2.50,0.88,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,18463620,US,2022-04-19 18:20:37.872381 +00:00,0,false,554762696,L,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,554762696,2642675.76
555056136,FLEX SHOT CLEAR,1.0EA,555056136,L,FLEX SHOT CLEAR,FLEX SHOT CLEAR,12.88,7.65,0.41,,1.0EA,A,20,0,0085564700339,FLEX SHOT,2015-12-21,2016-02-19,2500-01-01,1.00,EA,0,0.00,743443,,15610842,FLEX SHOT CLEAR,15610841,FLEX SHOT CLEAR,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,AS,2021-11-11,18:57:41:44,2049-12-31,2015-12-21,1.00,EA,false,,,4,0,FLEX SHOT THICK RUBBER ADHESIVE SEALANT,4,,,,,,,10.00,1.75,1.75,0.75,84602,ONLINE,208,NONE,164,NONE,N,14334322,US,2022-04-19 18:20:37.872381 +00:00,0,false,555056136,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,555056136,665865.66
555138442,FLEX SEAL BROWN,1.0EA,555138442,O,FLEX SEAL BROWN,,12.88,7.46,0.42,,1.0EA,D,3,0,0085351700611,FLEX SEAL BR,2016-01-13,2016-01-25,2021-01-19,1.00,EA,0,0.00,743443,,19288197,FLEX SEAL BROWN,19288196,FLEX SEAL BROWN,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,DI,2021-01-13,18:42:48:92,2016-10-09,2016-10-13,1.00,EA,false,,,6,0,FLEX SEAL 14OZ BROWN RUBBER SEALANT,6,,,,,,,9.50,2.50,2.50,0.88,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,19044348,US,2022-04-19 18:20:37.872381 +00:00,0,false,555138442,O,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,555138442,
556584978,FLEX SEAL AUTO BLK,1.0EA,556584978,L,FLEX SEAL AUTO BLK,,12.97,7.62,0.41,NONE,1.0EA,A,20,0,0085351700681,FLEX SEAL B,2016-10-13,2017-01-16,2500-01-01,14.00,EA,0,0.00,743443,,22086776,SPECIALTYMAINTENANC,22086775,SPECIALTYMAINTENANC,PAINT AND BODY,PAINT and BODY,C,true,false,0,0,2,AS,2022-03-28,18:53:00:62,2049-12-31,2016-10-13,14.00,OZ,false,,,4,0,FLEX SEAL AUTO LIQUID RUBBER SEALANT,4,,,,,,,9.50,2.50,2.50,0.88,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,22975493,US,2022-04-19 18:20:37.872381 +00:00,0,false,556584978,L,GWALDER,"ALDERMAN,GEORGE",SBAYLES,"BAYLES,SCOTT",R3HAYS,"HAYS,RICHARD",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4208,Specialty Paints,AUTOMOTIVE BODY PAINTS AND PRIMERS,AUTO PAINT AND BODY,AUTO CAR CARE WIPERS AND MAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,556584978,1274169.49
578345479,FLEX TAPE CLEAR 4 IN,NA,578345479,,FLEX TAPE CLEAR 4 IN,ONLINE ONLY,51.52,29.84,0.42,NA,NA,A,3,0,0085000333990,FLEX TAPE CL,2019-12-04,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,62264056,FLEX TAPE CLEAR 4 IN,IC-BAR & HAND SOAP,DEPT 12 - PUERTO RICO,C,false,false,0,0,2,DI,2022-02-10,18:52:16:06,2049-12-31,2019-12-04,1.00,EA,false,,,0,0,MERCHANDISE,,0,2019,,6,,,4.50,15.00,4.00,2.00,84602,ONLINE,208,NONE,164,NONE,N,156244171,,2022-04-19 18:20:37.872381 +00:00,0,false,578345479,,JMF001P,"Feinberg,Jonathan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,PR WALLPAPER ADHESIV,DEPT 12 - PUERTO RICO,DO IT YOURSELF MISC L3,DO IT YOURSELF MISC L2,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,578345479,33.53
578359059,FLEX SEAL 14OZ BLACK,NA,578359059,,FLEX SEAL 14OZ BLACK,ONLINE ONLY,77.28,44.76,0.42,NA,NA,A,3,0,0085000333958,FLEX SEAL 14,2019-12-05,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,62291658,FLEX SEAL 14OZ BLACK,*Unassigned,*Unassigned,C,false,false,0,0,2,DI,2019-12-05,18:54:55:40,2049-12-31,2019-12-05,1.00,EA,false,,,0,0,MERCHANDISE,,0,2019,,6,,,10.00,8.75,5.75,7.55,84602,ONLINE,208,NONE,164,NONE,N,156409769,,2022-04-19 18:20:37.872381 +00:00,0,false,578359059,,JMF001P,"Feinberg,Jonathan",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,578359059,
582917599,FLEX PASTE B 9Z CART,1.0EA,582917599,L,FLEX PASTE B 9Z CART,,12.88,7.59,0.41,,1.0EA,A,20,0,0085001022685,FLEX PASTE,2020-05-15,2020-07-18,2500-01-01,1.00,EA,0,0.00,743443,,72454281,,72454266,FLEX SEAL FLEX PASTE,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2021-03-05,18:44:10:41,2049-12-31,2020-05-15,1.00,EA,false,,,0,0,FLEX PASTE BLACK 9OZ CARTIDGE,,,,,,,,11.25,3.00,3.00,0.56,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,170822532,US,2022-04-19 18:20:37.872381 +00:00,0,false,582917599,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,582917599,19175.46
585137677,18PCFLEX PASTE SK 1,18.0EA,585137677,,18PCFLEX PASTE SK 1,,231.84,138.56,0.40,,18.0EA,I,3,0,0085001789729,FLEX PASTE,2020-07-17,2020-07-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,DI,2021-04-14,18:55:30:64,2021-04-13,2021-04-14,1.00,EA,false,,,0,0,,,,,,,,,45.50,11.00,14.00,23.00,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,,,US,2022-04-19 18:20:37.872381 +00:00,0,false,585137677,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,585137677,
587747102,MINI SEAL BLACK,NA,587747102,L,MINI SEAL BLACK,,4.88,2.83,0.42,BLACK,NA,A,3,0,0085263900867,M SEAL BLK,2021-01-22,2021-02-08,2500-01-01,1.00,EA,0,0.00,743443,,0,,51687035,FLEX SEAL MINI- BLAC,IMPULSE STRIPS,IMPULSE STRIP,C,false,false,0,0,2,DI,2021-03-26,18:42:24:12,2022-12-31,2021-01-22,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,,,,5.25,1.75,1.75,0.25,84602,ONLINE,208,NONE,164,NONE,N,118608842,US,2022-04-19 18:20:37.872381 +00:00,0,false,587747102,L,NBUTCHE,"HECKSHER,NATALIE",NBUTCHE,"HECKSHER,NATALIE",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",8199,IMPULSE SIDEKICKS,SIDEKICKS,GM IMPULSE L3,GM IMPULSE,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,587747102,38508.08
594841833,"FLEX TAPE MAX 4X25,",NA,594841833,,"FLEX TAPE MAX 4X25,",ONLINE ONLY,49.99,28.49,0.43,NA,NA,A,3,0,0085001789730,SITE MERCH,2021-03-23,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,113946533,"FLEX TAPE MAX 4X25,",IC-BAR & HAND SOAP,DEPT 12 - PUERTO RICO,B,false,false,0,0,2,DI,2022-04-05,18:45:46:65,2049-12-31,2021-03-23,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,6,,,4.25,4.75,4.75,1.33,84602,ONLINE,208,NONE,164,NONE,N,204941500,US,2022-04-19 18:20:37.872381 +00:00,0,false,594841833,,JMF001P,"Feinberg,Jonathan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,PR WALLPAPER ADHESIV,DEPT 12 - PUERTO RICO,DO IT YOURSELF MISC L3,DO IT YOURSELF MISC L2,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,594841833,5134.41
