prime_item_nbr,prime_item_desc,prime_size_desc,item_nbr,item_flags,item_desc_1,item_desc_2,unit_retail,unit_cost,mu_percent,color_desc,size_desc,item_status,item_type,item_sub_type,upc,upc_desc,create_date,effective_date,obsolete_date,uom_sell_qty,uom_code,multi_unit_qty,multi_unit_cost,mfg_nbr,intl_code,product_code,product_description,shelf_number,shelf_description,mdse_category_intl,mdse_sub_category_intl,pack_type,order_book_flag,corp_cancel_when_out_flag,plu_nbr,return_sheet_nbr,ordbk_stars_qty,whse_align,last_change_date,last_change_time,expiration_date,status_chg_date,unit_size,unit_size_uom,item_opp_flag,item_opp_effective_date,item_opp_expiration_date,min_order_qty,max_order_qty,signing_desc,vndr_min_ord_qty,season_code,season_year,license_code,buying_region_code,space_desc,space_id,item_height,item_length,item_width,item_weight,brand_id,brand_desc,brand_family_id,brand_family_name,brand_owner_id,brand_owner_name,private_label,consumer_id,country_of_origin,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,item_flags,buyer_user_id,buyer_full_name,category_team_lead_user_id,category_team_lead_full_name,dmm_user_id,dmm_full_name,gmm_user_id,gmm_full_name,evp_user_id,evp_full_name,fineline_number,fineline_description,dept_subcategory_description,dept_category_description,dept_category_group_description,mdse_subgroup_description,mdse_segment_description,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,total_sales
598193335,94PC HALF,,598193335,,94PC HALF,,1210.72,701.88,0.42,MULTI,,A,3,0,0085002588650,SHIPPER,2021-10-29,2021-11-15,2500-01-01,1.00,EA,0,0.00,743443,,0,,,94PC HALF,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,DI,2021-10-30,18:55:49:15,2022-07-26,2021-10-29,1.00,EA,false,,,0,0,,,,,,,,,,,,,,,,,,,,,US,2022-04-19 18:20:37.872381 +00:00,0,false,598193335,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,598193335,
551065836,FLEXSEAL BRITE,1.0EA,551065836,L,FLEXSEAL BRITE,FLEX SEAL BRITE,12.88,7.80,0.39,,1.0EA,A,20,0,0085564700311,FLEXSEAL BRT,2012-11-20,2013-02-11,2500-01-01,1.00,EA,0,0.00,743443,,13822687,FLEXSEAL BRITE,13822686,FLEXSEAL BRITE,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,AS,2018-08-07,19:05:54:10,2049-12-31,2012-11-20,1.00,EA,false,,,0,0,FLEX SEAL BRITE,,,,,,,,2.60,9.40,2.60,0.88,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,11527304,US,2022-04-19 18:20:37.872381 +00:00,0,false,551065836,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,551065836,-204.96
569753064,FLXTPGRY8BBY,1.0EA,569753064,,FLXTPGRY8BBY,,19.88,11.83,0.40,,1.0EA,A,3,0,0085280800798,FLXTPGRY8BY,2018-05-23,2018-08-03,2500-01-01,1.00,EA,0,0.00,743443,,40091380,FLXTPGRY8BBY,40091379,FLXTPGRY8BBY,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,WH,2019-02-14,19:07:34:74,2049-12-31,2018-05-23,1.00,EA,false,,,0,0,"FLEX TAPE GRAY 8"" X 5'",,,,,,,,8.25,3.50,3.50,1.00,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,112713825,US,2022-04-19 18:20:37.872381 +00:00,0,false,569753064,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,569753064,786.08
586036527,90CT HALF PALLET,,586036527,,90CT HALF PALLET,,1189.44,657.90,0.45,,,A,3,0,0085001022649,MERCHANDISE,2020-09-28,2020-10-12,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,DI,2022-03-24,18:51:47:22,2049-12-31,2020-09-28,1.00,EA,false,,,0,0,,,,,,,,,,,,,,,,,,,N,,"US,CA",2022-04-19 18:20:37.872381 +00:00,0,false,586036527,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,586036527,
554264236,"FLEX SEAL, GREEN, 14",,554264236,,"FLEX SEAL, GREEN, 14",ONLINE ONLY,14.91,7.46,0.50,NONE,,A,3,0,0085564700355,HOME,2015-07-06,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,18094146,SEALANTS,18094145,SEALANTS,*Unassigned,*Unassigned,C,false,false,0,0,1,DI,2017-10-05,18:56:33:84,2049-12-31,2015-07-06,1.00,EA,false,,,0,0,FLEX SEAL GREEN 14OZ,,0,2015,,6,WAL-MART.COM,1317,9.75,2.75,2.75,1.20,84602,ONLINE,208,NONE,164,NONE,N,17692589,CA,2022-04-19 18:20:37.872381 +00:00,0,false,554264236,,A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,554264236,
555678873,FLEX SEAL BLK QUART,1.0EA,555678873,L,FLEX SEAL BLK QUART,,30.77,17.74,0.42,BLACK,1.0EA,A,20,0,0085351700647,FLEX SEAL B,2016-05-18,2016-08-26,2500-01-01,1.00,EA,0,0.00,743443,,20349920,60PCFLEX SEAL LQD 6,20349919,60PCFLEX SEAL LQD 6,TAPE.ADHESIVES.CAULK,CAULK,C,true,false,0,0,2,AS,2022-04-07,18:54:14:39,2049-12-31,2016-05-18,1.00,EA,false,,,4,0,LIQUID RUBBER SEALANT COATING 32OZ BLACK,4,,,,,,,4.75,4.25,4.25,2.00,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,20487640,US,2022-04-19 18:20:37.872381 +00:00,0,false,555678873,L,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,555678873,811435.62
563022335,"FLEX TAPE WHITE 4""",4FT,563022335,L,"FLEX TAPE WHITE 4""",,12.88,7.65,0.41,WHITE,4FT,A,20,0,0085280800708,FLEX TAPE W,2017-03-02,2017-04-11,2500-01-01,4.00,EA,0,0.00,743443,,24449733,"FLEX TAPE WHITE 4""",24449732,"FLEX TAPE WHITE 4""",AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2022-03-17,18:58:53:53,2049-12-31,2017-03-02,4.00,FT,false,,,0,0,"FLEX TAPE WHITE 4"" WIDTH",,,,,,,,4.25,3.50,3.50,0.41,84602,ONLINE,208,NONE,164,NONE,N,112714550,US,2022-04-19 18:20:37.872381 +00:00,0,false,563022335,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,563022335,436644.36
563064048,FLEX TAPE WHITE 12IN,1.0EA,564173588,L,"FLEX TAPE WHITE 12""",ONLINE ONLY,49.88,28.88,0.42,NONE,1.0EA,A,3,0,0085280800721,FLEX TAPE 12,2017-04-27,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,24426369,FLEX TAPE WHITE 12IN,24426368,FLEX TAPE WHITE 12IN,*Unassigned,*Unassigned,C,false,false,0,0,2,DI,2017-10-05,18:56:37:28,2049-12-31,2017-05-05,1.00,EA,false,,,0,0,FLEX TAPE WHITE 12IN,,0,2017,,6,WAL-MART.COM,1317,12.25,4.00,4.00,2.00,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,32092483,,2022-04-19 18:20:37.872381 +00:00,0,false,564173588,L,JMF001P,"Feinberg,Jonathan",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,564173588,
565340077,FLEX SEAL 14OZ TERRA,1.0EA,565340077,L,FLEX SEAL 14OZ TERRA,,13.24,7.65,0.42,,1.0EA,I,20,0,0085351700615,FLEX SEAL T,2017-08-18,2017-08-21,2500-01-01,14.00,EA,0,0.00,743443,,19288209,,19288208,FLEX SEAL TERRA COT,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,AS,2022-01-10,18:54:01:28,2049-12-31,2020-06-12,14.00,OZ,false,,,0,0,FLEX SEAL 14OZ TERRA COTTA LIQUID RUBBER,,,,,,,,9.50,2.50,2.50,0.88,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,19044354,US,2022-04-19 18:20:37.872381 +00:00,0,false,565340077,L,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,565340077,154.56
569789347,FLEX SEAL LQD ASST,EA,555714570,L,FLEX SEAL LQD BLACK,,14.88,8.90,0.40,BLACK,1.0EA,A,20,0,0085351700628,FLEX SEAL B,2016-05-23,2016-07-01,2500-01-01,1.00,EA,0,0.00,743443,,20399491,FLEX SEAL LQD BLACK,20399490,FLEX SEAL LQD BLACK,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,AS,2020-10-22,18:46:25:40,2049-12-31,2016-05-23,1.00,EA,false,,,6,0,BLACK FLEX SEAL LIQUID RUBBER,6,,,,,,,4.00,3.38,3.38,1.00,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,21059223,US,2022-04-19 18:20:37.872381 +00:00,0,false,555714570,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,555714570,5278.19
571999905,400PCFLEX FAMILY ST,,571999905,,400PCFLEX FAMILY ST,FLEX FAMILY,5287.36,3058.30,0.42,MULTI,,I,3,0,0085263900897,FLEX SEAL 2,2018-10-01,2018-10-15,2500-01-01,1.00,EA,0,0.00,743443,,0,,,,TAPE.ADHESIVES.CAULK,CAULK,C,false,false,0,0,2,DI,2022-04-07,18:54:17:90,2049-12-31,2018-10-01,1.00,EA,false,,,0,0,,,,,,,,,48.00,48.00,40.00,380.00,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,,,"US,CA",2022-04-19 18:20:37.872381 +00:00,0,false,571999905,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,571999905,
576308132,FLEX GLUE CLEAR 4OZ,1.0EA,576308132,L,FLEX GLUE CLEAR 4OZ,,13.24,7.65,0.42,,1.0EA,A,20,0,0085000333928,FLEX GLUE C,2019-07-11,2019-07-15,2500-01-01,1.00,EA,0,0.00,743443,,56070437,FLEX GLUE CLEAR 4OZ,56070436,FLEX GLUE CLEAR 4OZ,TAPE.ADHESIVES.CAULK,ADHESIVES,C,true,false,0,0,2,WH,2022-03-18,18:54:47:89,2049-12-31,2019-07-11,1.00,EA,false,,,0,0,FLEX GLUE CLEAR 4OZ,,,,,,,,8.00,2.25,2.25,0.50,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,133335392,US,2022-04-19 18:20:37.872381 +00:00,0,false,576308132,L,D0L09NU,"Lawson,Devan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4445,MISC. ADHESIVES,OTHER ADHESIVES,ADHESIVES DIY,DIY ACCESSORIES,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,576308132,1483738.74
576345148,FLEX MINI POOL PATCH,2.0EA,576345148,L,FLEX MINI POOL PATCH,,9.88,5.91,0.40,,2.0EA,A,20,0,0085000333948,FLEX MINI P,2019-07-16,2019-12-27,2500-01-01,2.00,EA,0,0.00,743443,,56144781,FLEX MINI POOL PATCH,56144780,FLEX MINI POOL PATCH,POOL CHEMICALS,POOL CHEMICALS,C,true,false,0,0,2,WH,2022-01-27,19:04:26:36,2049-12-12,2019-07-16,2.00,EA,false,,,0,0,FLEX MINI POOL PATCH AND REPAIR KIT,,,,,,,,6.00,1.00,6.00,0.45,542262,FLEX TAPE,37808,FLEX TAPE,35082,SWIFT RESPONSE LLC.,N,133760957,US,2022-04-19 18:20:37.872381 +00:00,0,false,576345148,L,PTESHIM,"TESHIMA,PARKER",AMKOELB,"SCHAFFER,ANDREA",K0S04RS,"SHADIOW,KAITLYN",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",153,Pool Accessories,POOL MAINTENANCE TOOLS,POOL MAINTENANCE,POOL AND SALT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,576345148,684945.67
582917602,FLEX PASTE W 9Z CART,1.0EA,582917602,L,FLEX PASTE W 9Z CART,,12.88,7.59,0.41,,1.0EA,A,20,0,0085001022686,FLEX PASTE W,2020-05-15,2020-06-01,2500-01-01,1.00,EA,0,0.00,743443,,72454262,,72454254,FLEX SEAL FLEX PASTE,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2021-03-11,18:47:55:66,2049-12-31,2020-05-15,1.00,EA,false,,,0,0,FLEX PASTE WHITE 9 OZ CARTRIDGE,,,,,,,,11.25,3.00,3.00,0.56,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,170822525,US,2022-04-19 18:20:37.872381 +00:00,0,false,582917602,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,582917602,26754.87
583661177,FLEX SHOT WHITE,1EA,583661177,L,FLEX SHOT WHITE,,12.88,7.65,0.41,,1EA,A,20,0,0085564700338,FLEX SHOT W,2020-06-12,2020-06-29,2500-01-01,1.00,EA,0,0.00,743443,,15521361,,15521360,FLEX SHOT WHITE,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2021-12-14,18:52:17:93,2049-12-31,2020-06-12,1.00,EA,false,,,4,0,FLEX SHOT WHITE SEALANT,4,,,,,,,10.00,1.75,1.75,0.75,84602,ONLINE,208,NONE,164,NONE,N,116501074,US,2022-04-19 18:20:37.872381 +00:00,0,false,583661177,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",584,GARAGE & TOOLS,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,583661177,551901.50
584304106,FLEX SEAL LIQUID AER,NA,554264260,L,"FLEX SEAL, RED, 14 O",ONLINE ONLY,12.88,7.46,0.42,NONE,,A,3,0,0085564700354,HOME,2015-07-06,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,18094169,SEALANTS,18094168,SEALANTS,*Unassigned,*Unassigned,C,false,false,0,0,1,DI,2017-12-07,18:39:50:93,2049-12-31,2015-07-06,1.00,EA,false,,,0,0,FLEX SEAL RED 14OZ,,0,2015,,6,WAL-MART.COM,1317,9.50,2.70,2.70,1.20,84602,ONLINE,208,NONE,164,NONE,N,17692604,CA,2022-04-19 18:20:37.872381 +00:00,0,false,554264260,L,A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,554264260,5.30
594802020,"FLEX SEAL MAX 17OZ,",NA,594802020,,"FLEX SEAL MAX 17OZ,",ONLINE ONLY,14.99,8.75,0.42,NA,NA,A,3,0,0085001022694,SITE MERCH,2021-03-19,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,113891633,"FLEX SEAL MAX 17OZ,",TAPE.ADHESIVES.CAULK,CAULK,B,false,false,0,0,2,DI,2022-04-05,18:45:46:64,2049-12-31,2021-03-19,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,6,,,11.00,3.00,3.00,1.40,84602,ONLINE,208,NONE,164,NONE,N,204895178,US,2022-04-19 18:20:37.872381 +00:00,0,false,594802020,,B0P030N,"Parra,Benjamin",JMF001P,"Feinberg,Jonathan",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4235,MISCELLANEOUS REPAIR,WATERSEAL,EXTERIOR PROTECTANTS L3,PAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,594802020,7005.64
594832183,"FLEX TAPE MAX 4X25,",NA,594832183,,"FLEX TAPE MAX 4X25,",ONLINE ONLY,49.99,28.49,0.43,NA,NA,A,3,0,0085001789732,SITE MERCH,2021-03-22,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,0,,113937235,"FLEX TAPE MAX 4X25,",IC-BAR & HAND SOAP,DEPT 12 - PUERTO RICO,B,false,false,0,0,2,DI,2022-04-12,18:44:57:34,2049-12-31,2021-03-22,1.00,EA,false,,,0,0,MERCHANDISE,,0,2021,,6,,,4.25,4.75,4.75,1.33,84602,ONLINE,208,NONE,164,NONE,N,204933808,US,2022-04-19 18:20:37.872381 +00:00,0,false,594832183,,JMF001P,"Feinberg,Jonathan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,PR WALLPAPER ADHESIV,DEPT 12 - PUERTO RICO,DO IT YOURSELF MISC L3,DO IT YOURSELF MISC L2,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,594832183,7158.56
554264224,"FLEX SEAL, SILVER, 1",ONLINE,554264224,,"FLEX SEAL, SILVER, 1",ONLINE ONLY,12.99,7.46,0.43,NONE,ONLINE,A,3,0,0085564700358,HOME,2015-07-06,2049-12-27,2500-01-01,1.00,EA,0,0.00,743443,,18094133,SEALANTS,18094132,SEALANTS,*Unassigned,*Unassigned,C,false,false,0,0,1,DI,2022-01-12,18:55:27:46,2049-12-31,2015-07-06,1.00,EA,false,,,0,0,FLEX SEAL SILVER 14OZ,,0,2015,,6,WAL-MART.COM,1317,6.25,2.50,2.50,1.20,84602,ONLINE,208,NONE,164,NONE,N,17692581,CA,2022-04-19 18:20:37.872381 +00:00,0,false,554264224,,A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",9379,DOTCOM ONLY,DOTCOM,DOTCOM,DOTCOM,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 18:20:40.924165 +00:00,0,false,554264224,2374.66
565436770,FLEX TAPE BLK AUTO 4,1.0EA,565436770,L,FLEX TAPE BLK AUTO 4,,12.97,7.62,0.41,,1.0EA,A,20,0,0085280800747,FLEX TAPE B,2017-08-31,2018-02-16,2500-01-01,1.00,EA,0,0.00,743443,,29414718,,29414717,FLEX TAPE BLACK AUTO,PAINT AND BODY,PAINT and BODY,C,true,false,0,0,2,AS,2022-03-28,18:53:01:66,2049-12-31,2017-08-31,1.00,EA,false,,,0,0,"FLEX TAPE BLACK AUTO 4"" X 5'",,,,,,,,4.25,3.50,3.50,0.50,542262,FLEX TAPE,37808,FLEX TAPE,35082,SWIFT RESPONSE LLC.,N,42172206,US,2022-04-19 18:20:37.872381 +00:00,0,false,565436770,L,GWALDER,"ALDERMAN,GEORGE",SBAYLES,"BAYLES,SCOTT",R3HAYS,"HAYS,RICHARD",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4233,TAPES AND ADHESIVES,AUTO SANDING TOOLS,AUTO PAINT AND BODY,AUTO CAR CARE WIPERS AND MAINT,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,565436770,902554.11
565913512,FLEX TAPE MRN WHT 4,1.0EA,565913512,,FLEX TAPE MRN WHT 4,,12.97,7.75,0.40,,1.0EA,A,20,0,0085280800753,FLEX TAPE W,2017-10-18,2018-02-16,2500-01-01,1.00,EA,0,0.00,743443,,31563008,FLEX TAPE MRN WHT 4,31563007,FLEX TAPE MRN WHT 4,MARINE,Marine Accessories,C,true,false,0,0,2,AS,2021-11-01,18:54:29:22,2049-12-31,2017-10-18,1.00,EA,false,,,0,0,"FLEX TAPE WHITE MARINE 4"" X 5'",,,,,,,,4.25,3.50,3.50,0.50,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,47813516,US,2022-04-19 18:20:37.872381 +00:00,0,false,565913512,,M0M07WA,"Martinez,Mayola",M0M07WA,"Martinez,Mayola",ABMARKU,"PARTON,AMY",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",7113,BOAT CARE,MARINE CARE AND SAFETY,MARINE,BOATING,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,565913512,118654.30
566054072,FLEX SEAL MRN WHITE,1.0EA,566054072,,FLEX SEAL MRN WHITE,,12.97,7.75,0.40,,1.0EA,A,20,0,0085280800751,FLEX SEAL W,2017-10-25,2018-02-16,2500-01-01,1.00,EA,0,0.00,743443,,31809317,FLEX SEAL MRN WHITE,31809316,FLEX SEAL MRN WHITE,MARINE,Marine Accessories,C,true,false,0,0,2,AS,2021-11-01,18:54:29:25,2049-12-31,2017-10-25,1.00,EA,false,,,0,0,FLEX SEAL WHITE MARINE 14OZ,,,,,,,,2.50,9.50,2.50,0.88,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,48652453,US,2022-04-19 18:20:37.872381 +00:00,0,false,566054072,,M0M07WA,"Martinez,Mayola",M0M07WA,"Martinez,Mayola",ABMARKU,"PARTON,AMY",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",7113,BOAT CARE,MARINE CARE AND SAFETY,MARINE,BOATING,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,566054072,114514.74
567128544,FLEX GLUE 6OZ,1.0EA,567128544,L,FLEX GLUE 6OZ,US377TAN06,13.24,7.65,0.42,,1.0EA,A,20,0,0085280800765,FLEX GLUE C,2018-01-11,2018-01-22,2500-01-01,1.00,EA,0,0.00,743443,,33890268,FLEX GLUE 6OZ,33890267,FLEX GLUE 6OZ,TAPE.ADHESIVES.CAULK,ADHESIVES,C,true,false,0,0,2,AS,2022-03-18,18:54:46:64,2049-12-31,2018-01-11,1.00,EA,false,,,0,0,FLEX GLUE WHITE 6OZ TUBE,,,,,,,,9.00,3.00,3.00,0.70,540272,FLEX SEAL,36188,FLEX SEAL,33529,SWIFT RESPONSE LLC,N,56785409,US,2022-04-19 18:20:37.872381 +00:00,0,false,567128544,L,D0L09NU,"Lawson,Devan",L0G08W6,"Gunness,Liz",JFHUERT,"HUERTA,JOSE",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",4445,MISC. ADHESIVES,OTHER ADHESIVES,ADHESIVES DIY,DIY ACCESSORIES,HARDLINES,GENERAL MERCHANDISE,2022-04-19 18:20:40.924165 +00:00,0,false,567128544,1576336.57
